medicine_name,department,source_group
Opti-Timolol 0.002% Ophthalmic Gel 5ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Gel Night Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Gel Ocular Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Gel Paediatric,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Gel Preservative Free,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Gel Single Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Gel Sterile,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Gel Unit Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Solution,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Solution 10ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Solution 15ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Solution 5ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Solution Night Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Solution Ocular Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Solution Paediatric,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Solution Preservative Free,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Solution Single Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Solution Sterile,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Solution Unit Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Suspension,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Suspension 10ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Suspension 15ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Suspension 5ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Suspension Night Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Suspension Ocular Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Suspension Paediatric,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Suspension Preservative Free,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Suspension Single Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Suspension Sterile,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Ophthalmic Suspension Unit Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Preservative Free Eye Drops,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Preservative Free Eye Drops 10ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Preservative Free Eye Drops 15ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Preservative Free Eye Drops 5ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Preservative Free Eye Drops Night Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Preservative Free Eye Drops Ocular Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Preservative Free Eye Drops Paediatric,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Preservative Free Eye Drops Preservative Free,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Preservative Free Eye Drops Single Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Preservative Free Eye Drops Sterile,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Preservative Free Eye Drops Unit Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Sterile Eye Drops,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Sterile Eye Drops 10ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Sterile Eye Drops 15ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Sterile Eye Drops 5ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Sterile Eye Drops Night Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Sterile Eye Drops Ocular Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Sterile Eye Drops Paediatric,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Sterile Eye Drops Preservative Free,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Sterile Eye Drops Single Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Sterile Eye Drops Sterile,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.002% Sterile Eye Drops Unit Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Drops,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Drops 10ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Drops 15ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Drops 5ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Drops Night Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Drops Ocular Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Drops Paediatric,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Drops Preservative Free,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Drops Single Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Drops Sterile,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Drops Unit Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Ointment,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Ointment 10ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Ointment 15ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Ointment 5ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Ointment Night Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Ointment Ocular Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Ointment Paediatric,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Ointment Preservative Free,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Ointment Single Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Ointment Sterile,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Ointment Unit Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Solution,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Solution 10ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Solution 15ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Solution 5ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Solution Night Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Solution Ocular Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Solution Paediatric,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Solution Preservative Free,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Solution Single Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Solution Sterile,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Eye Solution Unit Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Lubricant Eye Drops,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Lubricant Eye Drops 10ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Lubricant Eye Drops 15ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Lubricant Eye Drops 5ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Lubricant Eye Drops Night Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Lubricant Eye Drops Ocular Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Lubricant Eye Drops Paediatric,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Lubricant Eye Drops Preservative Free,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Lubricant Eye Drops Single Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Lubricant Eye Drops Sterile,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Lubricant Eye Drops Unit Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ocular Drops,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ocular Drops 10ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ocular Drops 15ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ocular Drops 5ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ocular Drops Night Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ocular Drops Ocular Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ocular Drops Paediatric,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ocular Drops Preservative Free,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ocular Drops Single Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ocular Drops Sterile,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ocular Drops Unit Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Gel,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Gel 10ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Gel 15ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Gel 5ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Gel Night Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Gel Ocular Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Gel Paediatric,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Gel Preservative Free,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Gel Single Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Gel Sterile,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Gel Unit Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Solution,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Solution 10ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Solution 15ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Solution 5ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Solution Night Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Solution Ocular Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Solution Paediatric,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Solution Preservative Free,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Solution Single Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Solution Sterile,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Solution Unit Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Suspension,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Suspension 10ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Suspension 15ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Suspension 5ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Suspension Night Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Suspension Ocular Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Suspension Paediatric,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Suspension Preservative Free,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Suspension Single Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Suspension Sterile,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Ophthalmic Suspension Unit Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Preservative Free Eye Drops,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Preservative Free Eye Drops 10ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Preservative Free Eye Drops 15ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Preservative Free Eye Drops 5ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Preservative Free Eye Drops Night Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Preservative Free Eye Drops Ocular Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Preservative Free Eye Drops Paediatric,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Preservative Free Eye Drops Preservative Free,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Preservative Free Eye Drops Single Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Preservative Free Eye Drops Sterile,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Preservative Free Eye Drops Unit Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Sterile Eye Drops,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Sterile Eye Drops 10ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Sterile Eye Drops 15ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Sterile Eye Drops 5ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Sterile Eye Drops Night Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Sterile Eye Drops Ocular Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Sterile Eye Drops Paediatric,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Sterile Eye Drops Preservative Free,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Sterile Eye Drops Single Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Sterile Eye Drops Sterile,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.003% Sterile Eye Drops Unit Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Drops,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Drops 10ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Drops 15ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Drops 5ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Drops Night Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Drops Ocular Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Drops Paediatric,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Drops Preservative Free,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Drops Single Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Drops Sterile,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Drops Unit Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Ointment,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Ointment 10ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Ointment 15ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Ointment 5ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Ointment Night Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Ointment Ocular Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Ointment Paediatric,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Ointment Preservative Free,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Ointment Single Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Ointment Sterile,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Ointment Unit Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Solution,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Solution 10ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Solution 15ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Solution 5ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Solution Night Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Solution Ocular Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Solution Paediatric,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Solution Preservative Free,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Solution Single Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Solution Sterile,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Eye Solution Unit Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Lubricant Eye Drops,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Lubricant Eye Drops 10ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Lubricant Eye Drops 15ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Lubricant Eye Drops 5ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Lubricant Eye Drops Night Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Lubricant Eye Drops Ocular Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Lubricant Eye Drops Paediatric,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Lubricant Eye Drops Preservative Free,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Lubricant Eye Drops Single Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Lubricant Eye Drops Sterile,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Lubricant Eye Drops Unit Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ocular Drops,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ocular Drops 10ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ocular Drops 15ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ocular Drops 5ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ocular Drops Night Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ocular Drops Ocular Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ocular Drops Paediatric,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ocular Drops Preservative Free,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ocular Drops Single Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ocular Drops Sterile,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ocular Drops Unit Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Gel,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Gel 10ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Gel 15ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Gel 5ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Gel Night Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Gel Ocular Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Gel Paediatric,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Gel Preservative Free,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Gel Single Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Gel Sterile,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Gel Unit Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Solution,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Solution 10ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Solution 15ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Solution 5ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Solution Night Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Solution Ocular Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Solution Paediatric,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Solution Preservative Free,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Solution Single Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Solution Sterile,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Solution Unit Dose,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Suspension,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Suspension 10ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Suspension 15ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Suspension 5ml,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Suspension Night Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Suspension Ocular Use,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Suspension Paediatric,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
Opti-Timolol 0.004% Ophthalmic Suspension Preservative Free,Ophthalmology,Ophthalmology_Balanced_Augmented_10000
